"from","to"
14,22
14,27
14,30
14,32
14,34
14,35
14,36
14,37
14,44
14,63
14,68
14,69
14,74
14,78
14,82
14,84
14,88
15,3
15,4
15,11
15,13
15,14
15,21
15,22
15,27
15,30
15,32
15,35
15,36
15,37
15,44
15,52
15,63
15,68
15,69
15,73
15,74
15,82
15,84
15,87
15,88
15,146
15,212
16,27
16,32
16,35
16,37
16,44
16,45
16,60
16,80
16,83
16,97
17,3
17,4
17,7
17,8
17,13
17,14
17,15
17,19
17,22
17,23
17,26
17,27
17,32
17,33
17,34
17,35
17,36
17,37
17,39
17,44
17,45
17,76
17,80
17,82
17,125
17,134
17,146
17,155
17,158
17,190
17,212
18,4
18,7
18,8
18,14
18,15
18,22
18,26
18,27
18,32
18,33
18,34
18,37
18,78
18,80
18,86
18,125
18,134
18,158
21,15
21,32
21,44
22,3
22,4
22,11
22,13
22,14
22,15
22,27
22,30
22,32
22,35
22,37
22,44
22,52
22,62
22,63
22,68
22,73
22,78
22,80
22,84
22,88
22,148
23,7
23,8
23,10
23,32
23,34
23,39
25,134
25,146
26,17
26,18
26,27
26,34
26,37
26,44
26,110
26,134
26,212
27,3
27,4
27,11
27,13
27,14
27,15
27,21
27,22
27,30
27,32
27,35
27,36
27,37
27,44
27,52
27,62
27,63
27,68
27,69
27,73
27,74
27,82
27,84
27,87
27,88
27,98
27,100
27,148
28,3
28,4
28,7
28,8
28,11
28,14
28,15
28,19
28,21
28,22
28,26
28,27
28,32
28,33
28,34
28,35
28,36
28,37
28,40
28,44
28,68
28,80
28,125
28,134
28,146
28,155
28,158
28,212
29,7
29,8
29,15
29,21
29,22
29,23
29,26
29,27
29,30
29,31
29,32
29,34
29,35
29,36
29,37
29,44
29,45
29,62
29,134
29,212
30,3
30,15
30,73
32,73
33,21
33,125
33,134
33,146
33,158
34,18
34,26
34,27
34,99
34,139
34,212
35,3
35,4
35,11
35,13
35,14
35,15
35,21
35,22
35,27
35,30
35,32
35,36
35,37
35,44
35,52
35,60
35,63
35,68
35,69
35,74
35,78
35,80
35,82
35,86
35,87
35,146
35,158
35,187
36,11
36,15
36,27
36,63
37,17
37,32
37,39
39,3
39,4
39,5
39,7
39,8
39,10
39,11
39,13
39,14
39,15
39,17
39,18
39,19
39,22
39,23
39,26
39,27
39,29
39,31
39,32
39,33
39,34
39,36
39,37
39,44
39,45
39,49
39,58
39,60
39,62
39,63
39,69
39,74
39,76
39,80
39,86
39,98
39,112
39,125
39,134
39,139
39,140
39,146
39,148
39,158
39,212
40,13
43,19
43,36
43,37
43,125
43,134
43,158
43,212
44,4
44,11
44,13
44,14
44,15
44,21
44,22
44,27
44,30
44,32
44,34
44,35
44,36
44,37
44,63
44,69
44,71
44,73
44,128
45,3
45,4
45,7
45,8
45,10
45,14
45,16
45,23
45,27
45,31
45,34
45,35
45,37
45,44
45,55
45,60
45,80
45,87
45,97
45,127
45,128
45,158
47,3
47,4
47,7
47,8
47,11
47,14
47,15
47,26
47,27
47,32
47,34
47,37
47,39
47,44
47,63
47,80
49,116
54,4
54,14
54,15
54,37
55,14
55,15
55,27
55,32
55,36
55,37
55,82
55,127
58,4
58,14
58,16
58,22
58,27
58,32
58,35
58,40
58,44
58,45
58,60
58,78
58,79
58,80
58,82
58,83
58,86
58,116
59,4
59,14
59,22
59,27
59,32
59,35
59,37
59,40
59,44
59,60
59,74
59,78
59,80
59,86
59,119
61,22
63,15
63,30
63,84
63,87
64,14
64,23
64,44
65,4
65,14
65,15
65,27
65,32
65,35
65,37
65,44
65,45
65,78
65,80
65,82
66,4
66,14
66,15
66,27
66,32
66,35
66,40
66,44
66,45
66,49
66,55
66,58
66,76
66,78
66,80
66,83
66,97
68,62
69,27
69,44
69,84
70,4
70,7
70,8
70,14
70,15
70,22
70,27
70,32
70,34
70,35
70,37
70,44
70,60
70,62
70,68
70,80
70,82
70,86
70,88
70,146
71,14
71,15
71,33
71,37
71,44
71,80
71,92
71,113
71,116
71,125
71,134
71,138
71,158
71,212
73,30
74,4
74,14
74,15
74,27
74,82
76,3
76,4
76,14
76,15
76,16
76,22
76,23
76,27
76,32
76,35
76,37
76,44
76,45
76,58
76,78
76,80
79,4
79,27
79,44
79,45
79,58
79,80
79,97
81,32
82,14
82,15
82,22
82,27
82,35
82,53
82,74
84,52
87,14
87,30
87,52
87,63
87,69
87,84
88,22
88,30
88,84
92,11
92,15
92,37
92,44
92,80
93,33
94,14
94,15
94,22
94,27
94,35
94,44
94,53
94,80
94,82
94,127
96,14
96,32
96,80
97,16
98,82
101,45
101,58
101,79
101,97
103,44
105,7
105,8
105,27
105,99
108,4
108,7
108,8
108,11
108,14
108,15
108,16
108,22
108,23
108,27
108,32
108,35
108,36
108,37
108,40
108,44
108,45
108,55
108,58
108,60
108,66
108,76
108,78
108,80
108,82
108,83
108,86
108,116
109,7
109,8
109,13
109,14
109,15
109,18
109,22
109,27
109,32
109,33
109,34
109,35
109,37
109,44
109,45
109,69
109,75
109,80
109,116
109,119
109,134
109,138
109,146
109,158
109,168
110,14
110,15
110,22
110,27
110,33
110,37
110,44
110,63
110,80
110,125
110,134
110,158
110,212
111,33
111,134
111,158
115,168
119,4
119,14
119,15
119,22
119,27
119,37
119,44
119,74
119,80
120,127
121,15
121,73
121,98
122,4
122,14
122,27
122,32
122,35
122,60
122,78
122,80
125,134
125,158
130,27
135,15
135,17
135,22
135,26
135,34
135,44
145,27
145,35
145,44
145,78
146,44
146,212
147,44
150,14
153,34
160,44
160,128
167,14
167,33
167,125
167,134
167,146
167,158
168,60
170,3
170,4
170,14
170,15
170,27
170,36
170,37
170,44
170,74
170,78
170,80
170,86
170,119
171,44
173,4
173,37
178,44
178,128
181,4
184,45
187,4
187,14
187,27
187,35
187,37
187,44
187,78
187,80
187,213
193,44
194,27
194,82
2,39
2,105
3,15
3,31
3,37
3,63
3,84
4,7
4,10
4,14
4,44
4,70
4,74
4,158
5,2
5,6
5,7
5,9
5,10
5,13
5,14
5,15
5,22
5,23
5,31
5,32
5,35
5,37
5,40
5,42
5,44
5,45
5,49
5,60
5,66
5,67
5,76
5,78
5,80
5,82
5,86
5,96
5,109
5,117
5,158
6,7
6,10
6,14
6,36
6,158
7,26
7,27
7,36
7,44
7,45
7,58
7,79
7,80
7,105
7,134
9,27
9,36
9,44
9,80
9,134
10,26
10,45
10,58
10,79
10,105
12,55
12,158
14,4
14,6
14,15
14,22
14,35
14,37
14,60
14,74
14,158
15,2
15,3
15,6
15,11
15,13
15,14
15,22
15,27
15,30
15,31
15,32
15,35
15,37
15,40
15,44
15,45
15,63
15,69
15,73
15,74
15,82
15,84
15,87
15,88
15,98
15,121
15,158
17,6
17,27
17,36
17,44
17,80
17,113
17,125
17,134
17,155
17,158
18,29
18,158
18,165
19,134
22,11
22,14
22,15
22,37
22,68
22,73
22,158
23,6
23,36
23,158
25,4
25,15
25,36
25,158
26,7
26,8
26,158
27,4
27,14
27,15
27,35
27,36
27,134
27,158
28,44
28,68
28,158
29,158
30,98
31,7
31,10
31,158
32,98
32,117
32,133
34,110
34,134
34,158
34,166
35,22
35,37
35,158
37,158
39,2
39,7
39,10
39,67
39,134
39,158
40,15
40,88
40,158
43,92
43,113
43,158
43,187
43,193
44,7
44,10
44,37
44,62
44,68
44,125
44,134
44,158
45,6
45,27
45,30
45,31
45,36
45,58
45,63
45,66
45,80
45,95
45,97
45,120
45,127
45,134
45,158
49,2
49,3
49,4
49,5
49,6
49,7
49,9
49,10
49,14
49,15
49,22
49,23
49,25
49,26
49,30
49,31
49,32
49,35
49,36
49,37
49,40
49,42
49,44
49,45
49,52
49,55
49,60
49,63
49,66
49,69
49,70
49,76
49,80
49,89
49,94
49,95
49,96
49,105
49,108
49,109
49,158
51,90
52,62
55,158
58,97
60,31
60,51
60,77
63,30
63,32
65,45
66,45
66,158
68,158
69,84
70,6
73,98
76,158
78,193
87,63
89,4
89,25
89,36
89,134
90,77
96,31
97,127
106,6
107,5
107,6
107,7
107,8
107,10
107,15
107,23
107,25
107,27
107,31
107,35
107,45
107,95
108,4
108,6
108,96
109,6
109,7
109,9
109,36
109,75
109,113
109,115
109,117
109,138
110,7
110,10
110,80
110,134
110,158
114,2
114,6
114,15
114,31
114,35
114,45
114,66
124,158
132,31
135,45
146,158
150,134
150,158
187,78
2,6
2,7
2,8
2,9
2,10
2,18
2,22
2,26
2,27
2,29
2,31
2,39
2,40
2,44
2,45
2,99
2,109
2,110
2,156
2,158
3,11
3,15
3,22
3,27
3,60
3,63
3,69
3,87
4,14
4,15
4,22
4,27
4,30
4,35
4,39
4,44
4,68
4,69
4,74
4,109
5,39
5,49
5,94
5,96
5,109
6,4
6,18
6,29
6,40
6,45
7,6
7,21
7,26
7,29
7,44
7,75
7,110
7,158
8,6
8,9
8,10
8,110
9,8
9,21
9,26
9,29
9,44
9,75
9,158
10,8
11,4
11,13
11,14
11,15
11,22
11,27
11,29
11,30
11,32
11,36
11,39
11,44
11,63
11,68
11,69
11,73
11,84
11,109
11,121
13,73
13,121
14,2
14,4
14,11
14,15
14,22
14,27
14,30
14,32
14,35
14,36
14,37
14,39
14,44
14,45
14,68
14,69
14,96
14,109
14,121
15,3
15,4
15,11
15,13
15,14
15,22
15,27
15,29
15,30
15,32
15,35
15,36
15,37
15,39
15,44
15,63
15,68
15,69
15,70
15,80
15,83
15,109
15,116
15,121
15,148
16,97
17,21
17,29
17,155
17,190
19,116
21,4
21,14
21,15
21,22
21,27
21,44
22,3
22,4
22,14
22,15
22,26
22,27
22,28
22,29
22,30
22,32
22,35
22,37
22,39
22,52
22,63
22,68
22,69
22,70
22,82
22,86
22,88
22,96
22,109
23,26
26,110
26,139
27,3
27,4
27,11
27,13
27,14
27,15
27,22
27,29
27,30
27,35
27,36
27,37
27,39
27,44
27,45
27,63
27,69
27,73
27,80
27,82
27,96
27,109
27,158
30,4
30,14
30,15
30,22
30,27
30,32
30,42
30,63
30,69
30,73
30,87
30,100
30,121
31,18
33,134
34,18
34,29
34,110
35,3
35,4
35,14
35,15
35,22
35,27
35,29
35,30
35,32
35,37
35,40
35,44
35,55
35,63
35,68
35,69
35,70
35,82
35,84
35,87
35,109
35,148
35,158
35,213
36,11
36,22
36,26
36,30
36,32
36,69
36,87
37,14
37,15
37,70
39,29
39,158
40,100
42,116
43,7
43,8
43,26
43,75
43,113
43,146
44,11
44,13
44,14
44,15
44,21
44,22
44,27
44,28
44,30
44,35
44,39
44,40
44,68
44,69
44,70
44,109
44,158
45,4
45,6
45,7
45,9
45,14
45,15
45,16
45,18
45,26
45,27
45,28
45,29
45,31
45,39
45,40
45,42
45,44
45,49
45,55
45,66
45,69
45,76
45,79
45,94
45,97
45,100
45,108
45,119
47,7
47,10
47,26
47,139
49,2
49,29
49,39
49,55
49,95
49,96
49,108
49,109
52,27
52,35
52,68
52,69
58,16
58,79
60,32
60,87
62,22
62,68
63,3
63,11
63,15
63,22
63,30
63,37
63,73
63,84
63,87
63,121
63,158
66,45
68,22
68,40
69,14
69,15
69,29
69,32
69,35
69,39
69,52
69,63
69,84
69,86
69,87
69,88
71,113
73,32
73,121
74,4
76,15
76,55
76,66
76,94
78,119
79,7
79,10
79,16
79,97
80,11
80,27
80,36
80,44
80,45
80,63
82,4
82,14
82,15
82,22
82,35
82,53
84,22
84,30
84,40
84,63
86,51
86,77
86,87
87,3
87,15
87,27
87,30
87,63
87,69
88,22
88,69
89,146
90,86
93,55
96,2
96,5
96,15
96,66
96,108
97,16
97,79
98,121
101,16
101,97
105,2
105,6
105,7
105,9
105,10
105,15
105,18
105,26
105,27
105,29
105,39
105,44
105,45
105,99
105,105
105,121
105,156
105,166
105,182
106,110
107,29
107,39
107,109
108,45
109,14
109,15
109,35
109,54
109,75
109,92
109,115
109,138
109,168
114,5
114,7
114,9
114,55
114,108
115,75
117,42
121,30
121,73
121,98
134,39
138,75
138,168
154,115
154,168
180,157
213,119
2,18
2,45
2,99
2,105
3,14
3,84
3,87
3,88
3,90
4,3
4,11
4,14
4,15
4,19
4,22
4,27
4,30
4,32
4,35
4,37
4,44
4,58
4,59
4,63
4,68
4,69
4,71
4,74
4,78
4,80
4,82
4,83
4,84
4,88
4,91
4,103
4,117
4,187
5,14
5,15
5,27
5,45
5,49
5,55
5,58
5,76
5,96
5,109
6,2
6,14
7,2
7,6
7,18
7,26
7,39
7,70
7,105
7,187
9,2
9,6
9,8
9,18
9,39
9,70
9,105
9,187
10,8
10,9
10,26
11,36
11,80
13,59
14,3
14,4
14,5
14,7
14,9
14,15
14,18
14,21
14,22
14,27
14,30
14,34
14,35
14,36
14,37
14,44
14,45
14,54
14,59
14,73
14,82
14,86
14,87
14,91
14,102
14,104
14,156
14,180
14,182
14,187
15,2
15,3
15,4
15,5
15,6
15,7
15,9
15,11
15,13
15,14
15,16
15,17
15,18
15,22
15,27
15,28
15,30
15,31
15,32
15,35
15,36
15,37
15,39
15,40
15,44
15,45
15,51
15,52
15,55
15,58
15,60
15,62
15,63
15,68
15,69
15,70
15,73
15,76
15,80
15,82
15,83
15,84
15,86
15,87
15,88
15,90
15,91
15,95
15,98
15,102
15,108
15,110
15,112
15,117
15,121
15,130
15,187
17,2
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,10
17,13
17,14
17,15
17,18
17,19
17,22
17,23
17,25
17,26
17,27
17,28
17,29
17,30
17,31
17,32
17,33
17,34
17,35
17,37
17,39
17,40
17,42
17,44
17,45
17,49
17,51
17,55
17,58
17,59
17,60
17,67
17,70
17,71
17,72
17,76
17,78
17,80
17,83
17,84
17,86
17,88
17,89
17,90
17,91
17,92
17,95
17,96
17,97
17,99
17,105
17,108
17,109
17,110
17,112
17,116
17,117
17,121
17,134
17,146
17,150
17,155
17,190
17,212
18,6
18,26
21,7
21,9
21,14
21,30
22,4
22,6
22,14
22,15
22,27
22,35
22,37
22,40
22,44
22,45
22,52
22,63
22,70
22,77
22,84
22,88
22,90
23,7
23,8
23,9
23,10
23,15
23,17
23,18
23,26
23,31
23,39
23,45
23,63
23,105
26,34
26,45
27,4
27,11
27,13
27,14
27,15
27,18
27,19
27,22
27,30
27,35
27,36
27,37
27,44
27,52
27,60
27,63
27,68
27,70
27,84
27,88
27,95
27,102
27,109
28,110
29,2
29,7
29,10
29,31
30,63
30,73
30,121
31,7
31,9
31,16
31,105
32,72
32,98
32,117
34,17
34,70
34,110
35,14
35,15
35,18
35,22
35,27
35,30
35,32
35,40
35,44
35,49
35,52
35,55
35,63
35,76
35,78
35,82
35,84
35,86
35,91
35,103
35,119
36,13
36,14
36,27
36,40
36,44
36,84
36,98
37,11
37,14
37,15
37,17
37,30
37,39
37,55
37,63
37,70
37,110
39,2
39,7
39,8
39,9
39,10
39,18
39,26
39,34
39,105
39,109
40,19
40,52
43,19
43,109
43,125
44,2
44,3
44,4
44,6
44,7
44,9
44,10
44,13
44,14
44,15
44,21
44,22
44,23
44,25
44,27
44,28
44,30
44,31
44,34
44,35
44,36
44,37
44,39
44,45
44,59
44,67
44,68
44,71
44,88
44,112
44,119
44,120
44,121
44,125
44,128
44,134
44,136
44,178
45,2
45,5
45,6
45,7
45,8
45,9
45,10
45,11
45,14
45,15
45,17
45,18
45,21
45,22
45,23
45,26
45,27
45,28
45,31
45,32
45,34
45,35
45,39
45,44
45,49
45,55
45,58
45,70
45,76
45,82
45,94
45,96
45,97
45,103
45,108
45,109
45,112
45,120
45,128
49,14
49,96
55,35
60,51
63,30
63,87
66,55
66,108
68,52
69,30
70,32
73,98
73,121
76,15
76,32
76,35
76,45
76,58
80,6
81,58
82,4
82,35
82,53
83,117
86,51
86,77
86,88
88,60
89,84
90,51
93,33
93,63
93,77
99,105
103,6
103,44
104,14
104,73
105,76
107,5
107,49
107,76
107,109
109,73
109,138
109,168
110,80
112,120
117,73
124,17
184,14
187,59
2,34
2,212
3,15
3,22
3,27
3,74
3,84
3,87
3,88
4,6
4,11
4,13
4,14
4,15
4,22
4,27
4,35
4,36
4,37
4,44
4,63
4,73
4,74
4,121
5,4
5,6
5,7
5,8
5,14
5,15
5,21
5,22
5,25
5,27
5,32
5,35
5,37
5,40
5,42
5,44
5,45
5,49
5,51
5,60
5,74
5,77
5,78
5,80
5,82
5,83
5,86
5,90
5,102
5,117
7,6
7,23
7,34
7,39
8,140
9,6
9,8
9,39
9,140
10,8
10,9
10,23
10,34
11,3
11,4
11,13
11,14
11,15
11,27
11,36
11,44
12,15
12,27
12,44
14,3
14,4
14,11
14,15
14,22
14,25
14,27
14,35
14,36
14,37
14,44
14,74
14,88
15,3
15,4
15,11
15,13
15,14
15,22
15,27
15,30
15,35
15,36
15,37
15,44
15,63
15,70
15,74
15,88
16,6
16,45
16,58
16,76
16,79
16,97
17,7
17,8
17,14
17,15
17,33
17,37
17,44
17,45
17,80
17,115
17,125
17,134
17,155
17,158
17,190
17,212
18,34
19,44
21,44
22,3
22,15
22,27
22,30
22,35
22,37
22,44
22,52
22,68
22,84
22,88
23,34
25,44
26,7
26,8
26,9
26,14
26,18
26,27
26,33
26,34
26,37
26,44
26,158
26,212
27,3
27,4
27,11
27,13
27,14
27,15
27,21
27,22
27,30
27,35
27,36
27,37
27,44
27,52
27,62
27,63
27,68
27,69
27,73
27,74
27,82
27,84
27,87
27,88
27,98
27,121
27,148
28,3
28,15
28,44
29,7
29,8
29,9
29,23
29,26
29,31
29,34
29,105
30,27
33,158
34,26
34,44
34,99
35,14
35,15
35,22
35,27
35,30
35,32
35,37
35,44
35,52
35,53
35,82
35,84
35,134
36,11
39,3
39,4
39,5
39,6
39,7
39,8
39,9
39,11
39,13
39,14
39,15
39,19
39,21
39,25
39,26
39,27
39,30
39,32
39,34
39,35
39,36
39,37
39,42
39,44
39,59
39,62
39,63
39,80
39,102
39,109
39,110
39,116
39,125
39,134
39,158
39,212
40,11
43,19
43,125
43,212
44,11
44,14
44,15
44,21
44,27
44,87
45,6
45,7
45,8
45,14
45,15
45,23
45,27
45,80
45,97
45,127
45,128
45,136
47,3
47,11
47,32
47,36
47,44
47,63
47,80
49,6
54,4
54,14
54,15
54,37
55,6
55,15
55,27
55,35
55,44
55,66
55,80
55,127
58,4
58,6
58,22
58,27
58,32
58,35
58,37
58,44
58,45
58,60
58,79
62,44
63,87
64,44
65,3
65,6
65,14
65,15
65,27
65,35
65,37
65,44
65,45
66,6
66,15
66,27
66,32
66,35
66,40
66,42
66,51
66,55
66,60
66,80
66,83
66,86
66,90
66,102
66,108
66,117
68,62
68,82
68,84
69,87
70,62
71,14
71,15
71,44
74,4
74,14
74,82
76,6
76,16
76,45
79,6
81,6
81,35
81,45
82,35
82,53
82,74
87,63
87,69
89,44
92,4
92,11
92,15
92,44
92,125
93,14
93,33
94,127
96,6
96,22
98,82
99,2
99,7
99,8
99,27
99,105
101,16
101,45
101,58
103,6
103,27
103,44
103,45
108,44
108,45
109,14
109,27
109,44
109,75
109,115
109,134
109,138
109,168
110,14
110,15
110,33
110,37
110,44
110,125
110,134
110,158
110,212
112,128
119,4
119,14
119,15
119,25
119,27
119,37
119,44
119,74
120,128
121,98
122,14
124,44
128,44
130,27
135,158
136,6
136,45
146,44
147,39
150,44
160,44
170,14
191,105
2,23
2,34
2,39
2,44
2,105
2,212
3,11
3,14
3,15
3,22
3,27
3,30
3,36
3,37
3,42
3,63
3,69
3,74
3,84
3,87
3,88
4,7
4,8
4,11
4,14
4,15
4,27
4,30
4,31
4,63
4,69
4,82
4,84
6,2
6,4
6,5
6,6
6,7
6,9
6,10
6,11
6,13
6,14
6,15
6,16
6,17
6,22
6,23
6,27
6,29
6,30
6,31
6,32
6,35
6,36
6,37
6,39
6,40
6,44
6,45
6,49
6,55
6,58
6,60
6,66
6,68
6,70
6,76
6,78
6,80
6,94
6,95
6,96
6,97
6,102
6,108
6,109
6,112
6,120
6,187
7,23
7,26
7,31
7,44
7,45
7,98
8,26
8,45
9,10
9,23
9,26
9,31
9,44
9,98
11,6
11,14
11,30
11,35
11,36
11,44
11,80
11,102
13,36
13,98
14,3
14,4
14,6
14,15
14,22
14,23
14,27
14,35
14,36
14,37
14,44
14,63
14,69
14,74
14,82
14,84
15,3
15,4
15,5
15,7
15,9
15,11
15,13
15,14
15,21
15,22
15,23
15,27
15,30
15,32
15,34
15,35
15,36
15,37
15,44
15,49
15,52
15,62
15,63
15,68
15,69
15,74
15,80
15,84
15,86
15,88
15,94
15,96
15,98
15,121
16,97
17,2
17,4
17,6
17,7
17,8
17,10
17,14
17,15
17,18
17,21
17,22
17,23
17,25
17,26
17,27
17,28
17,32
17,34
17,37
17,39
17,40
17,44
17,45
17,49
17,52
17,63
17,68
17,70
17,71
17,75
17,78
17,80
17,82
17,84
17,92
17,99
17,105
17,109
17,110
17,113
17,116
17,125
17,134
17,146
17,150
17,155
17,158
17,187
17,190
17,212
22,6
22,11
22,14
22,15
22,23
22,32
22,35
22,45
22,69
22,88
22,105
23,39
23,105
25,6
25,158
26,7
26,10
26,34
27,3
27,4
27,11
27,13
27,14
27,15
27,22
27,23
27,30
27,35
27,36
27,37
27,44
27,63
27,69
27,74
27,80
27,87
27,102
27,109
27,110
27,130
27,168
28,26
28,109
28,110
28,158
30,3
30,4
30,14
30,15
30,22
30,32
30,35
30,42
30,63
30,69
30,73
30,83
30,84
30,88
30,117
30,121
32,27
32,30
32,117
34,5
34,29
34,99
34,212
35,4
35,30
35,82
35,110
36,11
36,13
36,63
36,80
36,98
37,14
37,15
39,2
39,36
39,104
40,80
42,3
42,4
42,7
42,9
42,11
42,15
42,27
42,30
42,32
42,36
42,37
42,40
42,52
42,60
42,63
42,68
42,69
42,73
42,83
42,84
42,86
42,87
42,88
42,112
42,117
43,92
43,125
43,212
44,2
44,4
44,14
44,15
44,21
44,22
44,27
44,30
44,32
44,34
44,37
44,39
44,63
44,80
44,82
44,102
45,2
45,4
45,6
45,13
45,14
45,23
45,29
45,31
45,34
45,35
45,39
45,44
45,63
45,66
45,70
45,76
45,80
45,94
45,98
45,103
45,105
45,109
45,112
45,128
45,182
52,90
55,66
63,3
63,4
63,5
63,7
63,9
63,13
63,14
63,15
63,22
63,23
63,27
63,30
63,37
63,44
63,49
63,55
63,69
63,80
63,87
63,96
63,120
67,27
69,3
69,14
69,15
69,21
69,22
69,23
69,27
69,30
69,63
69,84
69,87
73,14
73,15
73,27
74,4
74,15
80,63
82,35
83,30
83,63
83,84
84,4
84,14
84,15
84,27
84,40
84,68
84,69
84,83
86,15
86,90
87,3
87,15
87,63
87,69
89,4
89,134
93,63
96,29
98,13
105,2
105,6
105,23
105,99
105,105
107,36
109,6
109,37
109,39
109,115
109,138
109,168
110,6
110,11
110,26
110,44
110,45
110,62
110,212
121,73
121,98
134,130
135,26
153,158
1,28
2,6
2,13
2,18
2,27
2,36
2,39
2,45
2,80
2,105
2,156
2,212
3,7
3,8
3,15
3,22
3,30
3,37
3,42
3,44
3,45
3,52
3,63
3,69
3,80
3,84
3,86
3,88
3,109
4,14
4,15
4,22
4,44
4,62
4,68
4,74
4,82
6,44
7,2
7,3
7,6
7,15
7,17
7,23
7,27
7,31
7,45
7,51
7,77
7,80
9,2
9,3
9,6
9,15
9,17
9,23
9,27
9,31
9,45
9,51
9,77
9,80
11,6
11,15
11,23
11,36
11,63
11,80
13,98
14,3
14,4
14,15
14,21
14,22
14,25
14,30
14,32
14,37
14,44
14,59
14,63
14,68
14,69
14,74
14,78
14,82
14,88
14,117
14,156
14,182
15,3
15,4
15,6
15,7
15,8
15,13
15,14
15,16
15,21
15,22
15,27
15,30
15,35
15,36
15,37
15,44
15,60
15,63
15,68
15,69
15,73
15,74
15,80
15,82
15,84
15,88
15,98
15,121
15,212
17,2
17,6
17,14
17,15
17,23
17,44
17,45
17,71
17,77
17,80
17,92
17,105
17,109
17,212
21,27
21,44
22,3
22,6
22,14
22,25
22,44
22,77
22,82
27,2
27,3
27,4
27,6
27,13
27,14
27,15
27,21
27,22
27,30
27,32
27,35
27,36
27,37
27,42
27,44
27,45
27,51
27,52
27,60
27,63
27,68
27,69
27,73
27,80
27,82
27,83
27,84
27,86
27,87
27,88
27,98
27,105
27,109
27,117
27,182
28,15
28,26
28,27
28,80
30,2
30,3
30,4
30,6
30,15
30,21
30,22
30,32
30,35
30,42
30,44
30,45
30,63
30,69
30,73
30,82
30,84
30,88
30,102
30,117
30,121
32,30
32,42
32,105
32,117
35,6
35,14
35,27
35,30
35,32
35,42
35,44
35,45
35,53
35,58
35,63
35,73
35,84
35,86
35,117
36,13
36,15
36,27
36,30
36,44
36,73
36,98
40,2
40,3
40,4
40,6
40,7
40,8
40,14
40,15
40,17
40,22
40,23
40,26
40,27
40,30
40,32
40,36
40,37
40,42
40,44
40,45
40,49
40,52
40,60
40,63
40,68
40,70
40,80
40,84
40,87
40,96
40,105
40,109
40,117
40,156
42,51
42,82
42,83
42,117
44,4
44,6
44,14
44,15
44,21
44,22
44,27
44,35
44,36
44,37
44,45
44,68
44,71
44,109
45,6
45,29
45,31
45,37
45,55
45,103
45,128
47,15
49,22
49,44
52,30
59,170
60,3
60,37
60,77
60,88
63,3
63,6
63,15
63,22
63,27
63,30
63,32
63,35
63,42
63,44
63,45
63,49
63,51
63,52
63,58
63,60
63,68
63,69
63,70
63,73
63,80
63,83
63,84
63,86
63,87
63,88
63,98
63,109
63,117
63,121
66,96
67,44
69,3
69,14
69,15
69,21
69,22
69,27
69,32
69,42
69,51
69,60
69,63
69,80
69,84
69,86
69,87
70,2
73,44
73,63
73,98
73,121
80,15
80,36
82,35
84,22
84,52
84,62
84,69
86,37
86,51
86,60
86,77
87,15
87,30
87,32
87,44
87,63
87,69
87,84
88,3
89,6
90,77
90,86
93,27
93,40
93,63
98,121
105,182
109,37
109,75
109,113
109,115
109,119
109,138
109,150
109,168
121,98
157,6
201,51
2,23
3,22
3,63
4,35
4,76
5,76
6,45
7,45
9,10
9,45
12,62
14,4
14,11
14,13
14,15
14,44
14,76
15,3
15,4
15,7
15,10
15,11
15,14
15,22
15,27
15,35
15,44
15,63
15,73
15,74
21,44
22,11
22,14
22,27
23,7
23,10
23,44
24,72
27,4
27,7
27,10
27,11
27,14
27,15
27,22
27,35
27,44
27,45
32,45
35,76
35,96
37,22
40,44
44,4
44,7
44,10
44,21
44,178
45,7
45,10
45,14
45,23
45,27
45,36
45,49
45,76
45,178
49,27
49,76
52,68
68,62
69,30
69,73
76,15
76,23
76,27
76,45
87,63
109,168
113,15
114,76
1,19
1,28
2,2
2,4
2,22
2,23
2,29
2,31
2,35
2,39
2,44
2,82
2,95
2,105
2,109
2,110
2,134
2,156
3,11
3,15
3,22
3,27
3,32
3,37
3,44
3,63
3,69
3,74
3,84
3,87
3,88
4,3
4,11
4,13
4,14
4,15
4,22
4,23
4,27
4,30
4,35
4,37
4,44
4,60
4,63
4,68
4,69
4,70
4,80
4,82
4,87
4,88
4,109
4,121
4,134
6,4
6,14
6,15
6,16
6,22
6,25
6,26
6,27
6,34
6,36
6,37
6,44
6,45
6,55
6,58
6,66
6,68
6,70
6,82
6,94
6,96
6,97
6,108
6,112
6,120
6,128
6,130
6,134
6,150
7,2
7,4
7,5
7,6
7,11
7,13
7,14
7,15
7,18
7,21
7,22
7,23
7,26
7,27
7,28
7,29
7,31
7,33
7,34
7,35
7,36
7,37
7,39
7,40
7,44
7,45
7,60
7,62
7,63
7,67
7,70
7,80
7,82
7,86
7,87
7,90
7,105
7,109
7,110
7,112
7,134
7,139
7,148
7,156
7,158
7,187
8,80
8,110
9,2
9,4
9,5
9,6
9,10
9,11
9,13
9,14
9,15
9,18
9,21
9,22
9,23
9,26
9,27
9,28
9,29
9,31
9,33
9,34
9,35
9,36
9,37
9,39
9,40
9,44
9,45
9,60
9,62
9,63
9,67
9,70
9,80
9,82
9,86
9,87
9,90
9,105
9,109
9,110
9,112
9,134
